Company Name,Address,City,State,ZIP Code,Primary SIC Code,Primary SIC Description
Family Dollar Store,7009 W 7 Mile Rd,Detroit,MI,48221,533101,Variety Stores
Family Dollar Store,7070 Gratiot Ave,Detroit,MI,48207,533101,Variety Stores
Family Dollar Store,8000 Michigan Ave,Detroit,MI,48210,533101,Variety Stores
Family Dollar Store,8031 W Mcnichols Rd,Detroit,MI,48221,533101,Variety Stores
Family Dollar Store,8115 W Vernor Hwy,Detroit,MI,48209,533101,Variety Stores
Family Dollar Store,8500 Woodward Ave,Detroit,MI,48202,533101,Variety Stores
Family Dollar Store,8667 Rosa Parks Blvd,Detroit,MI,48206,533101,Variety Stores
Family Dollar Store,8720 E 7 Mile Rd,Detroit,MI,48234,533101,Variety Stores
Family Dollar Store,8916 Tireman St,Detroit,MI,48204,533101,Variety Stores
Family Dollar Store,9911 E Jefferson Ave,Detroit,MI,48214,533101,Variety Stores
Fenkell Market & More,14621 Fenkell St,Detroit,MI,48227,531104,Retail Shops
Germack Coffee Roasting,2517 Russell St,Detroit,MI,48207,581228,Coffee Shops
Gigante Prince Valley,5931 Michigan Ave,Detroit,MI,48210,531104,Retail Shops
Greenfield Inc,15530 W Warren Ave,Detroit,MI,48228,533101,Variety Stores
Haddah Party Store,2280 Saint Clair St,Detroit,MI,48214,541103,Convenience Stores
Imperial Supermarket LLC,1940 E 8 Mile Rd,Detroit,MI,48234,541105,Grocers-Retail
Jangoon Corp,12555 Grand River Ave,Detroit,MI,48204,531104,Retail Shops
K&G Fashion Superstore,2001 W 8 Mile Rd,Detroit,MI,48203,565101,Clothing-Retail
Khemmoro,7577 W 8 Mile Rd,Detroit,MI,48221,531104,Retail Shops
LA Luna Supermercado,7603 Mcgraw St,Detroit,MI,48210,531104,Retail Shops
Lady Luck Collection,14845 Washburn St,Detroit,MI,48238,531104,Retail Shops
Lafayette Foods,1565 E Lafayette St,Detroit,MI,48207,541105,Grocers-Retail
Nice Price,5630 W Vernor Hwy,Detroit,MI,48209,531104,Retail Shops
Porsche Design Hugo Boss,1 Detroit Metro Airport,Detroit,MI,48242,531104,Retail Shops
Rifai Inc,18510 W Warren Ave,Detroit,MI,48228,531104,Retail Shops
Savon-Livernois,18000 Livernois Ave,Detroit,MI,48221,531104,Retail Shops
Super Star Dollar Store,12220 E 8 Mile Rd,Detroit,MI,48205,533101,Variety Stores
Supermercardo LA Jaliscencell,3923 W Vernor Hwy,Detroit,MI,48216,531104,Retail Shops
Us Quality Supermarket,15690 Joy Rd # 2,Detroit,MI,48228,531104,Retail Shops
Value Dollar Store,4539 Trumbull St,Detroit,MI,48208,554101,Service Stations-Gasoline & Oil
Venn Parking LLC,4142 Cass Ave # 202,Detroit,MI,48201,752102,Parking Stations & Garages
Z's Amazing Savings,7802 Mack Ave,Detroit,MI,48214,533101,Variety Stores
